Sample,X(ms) [12.08.2026 16:46:29 040 UTC],"I1[%I17.0]","I2[%I17.1]","I3[%I17.2]","I4[%I17.3]","Q1[%Q4.0]","Q2[%Q4.1]","Q3[%Q4.2]","Q4[%Q4.3]"
243599,1786553435879.479015,0,0,0,1,0,0,1,0
243600,1786553435880.488802,0,0,0,1,0,0,1,0
243601,1786553435881.495791,0,0,0,1,0,0,1,0
243602,1786553435882.509777,0,0,0,1,0,0,1,0
243603,1786553435883.518464,0,0,0,1,0,0,1,0
243604,1786553435884.525751,0,0,0,1,0,0,1,0
243605,1786553435885.534037,0,0,0,1,0,0,1,0
243606,1786553435886.577529,0,0,0,1,0,0,1,0
243607,1786553435887.588217,0,0,0,1,0,0,1,0
243608,1786553435888.604404,0,0,0,1,0,0,1,0
243609,1786553435889.626893,0,0,0,1,0,0,1,0
243610,1786553435890.617378,0,0,0,1,0,0,1,0
243611,1786553435891.625466,0,0,0,1,0,0,1,0
243612,1786553435892.631053,0,0,0,1,0,0,1,0
243613,1786553435893.644240,0,0,0,1,0,0,1,0
243614,1786553435894.651527,0,0,0,1,0,0,1,0
243615,1786553435895.663516,0,0,0,1,0,0,1,0
243616,1786553435896.665503,0,0,0,1,0,0,1,0
243617,1786553435897.675991,0,0,0,1,0,0,1,0
243618,1786553435898.681778,0,0,0,1,0,0,1,0
243619,1786553435899.691668,0,0,0,1,0,0,1,0
243620,1786553435900.697556,0,0,0,1,0,0,1,0
243621,1786553435901.708244,0,0,0,1,0,0,1,0
243622,1786553435902.714332,0,0,0,1,0,0,1,0
243623,1786553435903.728520,0,0,0,1,0,0,1,0
243624,1786553435904.768611,0,0,0,1,0,0,1,0
243625,1786553435905.761597,0,0,0,1,0,0,1,0
243626,1786553435906.760185,0,0,0,1,0,0,1,0
243627,1786553435907.767674,0,0,0,1,0,0,1,0
243628,1786553435908.779562,0,0,0,1,0,0,1,0
243629,1786553435909.787750,0,0,0,1,0,0,1,0
243630,1786553435910.794836,0,0,0,1,0,0,1,0
243631,1786553435911.830328,0,0,0,1,0,0,1,0
243632,1786553435912.828214,0,0,0,1,0,0,1,0
243633,1786553435913.837202,0,0,0,1,0,0,1,0
243634,1786553435914.850490,0,0,0,1,0,0,1,0
243635,1786553435915.848877,0,0,0,1,0,0,1,0
243636,1786553435916.856665,0,0,0,1,0,0,1,0
243637,1786553435917.871353,0,0,0,1,0,0,1,0
243638,1786553435918.873741,0,0,0,1,0,0,1,0
243639,1786553435920.367170,0,0,0,1,0,0,1,0
243640,1786553435920.913219,0,0,0,1,0,0,1,0
243641,1786553435921.912004,0,0,0,1,0,0,1,0
243642,1786553435922.914091,0,0,0,1,0,0,1,0
243643,1786553435923.921978,0,0,0,1,0,0,1,0
243644,1786553435924.937967,0,0,0,1,0,0,1,0
243645,1786553435925.937853,0,0,0,1,0,0,1,0
243646,1786553435926.946842,0,0,0,1,0,0,1,0
243647,1786553435927.976432,0,0,0,1,0,0,1,0
243648,1786553435928.967917,0,0,0,1,0,0,1,0
243649,1786553435929.975304,0,0,0,1,0,0,1,0
243650,1786553435930.983892,0,0,0,1,0,0,1,0
243651,1786553435931.988479,0,0,0,1,0,0,1,0
243652,1786553435932.996665,0,0,0,1,0,0,1,0
243653,1786553435934.004454,0,0,0,1,0,0,1,0
243654,1786553435935.027143,0,0,0,1,0,0,1,0
243655,1786553435936.032930,0,0,0,1,0,0,1,0
243656,1786553435937.032517,0,0,0,1,0,0,1,0
243657,1786553435938.040607,0,0,0,1,0,0,1,0
243658,1786553435939.050195,0,0,0,1,0,0,1,0
243659,1786553435940.057982,0,0,0,1,0,0,1,0
243660,1786553435941.067070,0,0,0,1,0,0,1,0
243661,1786553435942.075756,0,0,0,1,0,0,1,0
243662,1786553435943.085145,0,0,0,1,0,0,1,0
243663,1786553435944.094931,0,0,0,1,0,0,1,0
243664,1786553435945.109119,0,0,0,1,0,0,1,0
243665,1786553435946.114306,0,0,0,1,0,0,1,0
243666,1786553435947.123094,0,0,0,1,0,0,1,0
243667,1786553435948.130581,0,0,0,1,0,0,1,0
243668,1786553435949.143470,0,0,0,1,0,0,1,0
243669,1786553435950.368877,0,0,0,1,0,0,1,0
243670,1786553435951.287858,0,0,0,1,0,0,1,0
243671,1786553435952.292144,0,0,0,1,0,0,1,0
243672,1786553435953.297730,0,0,0,1,0,0,1,0
243673,1786553435954.302815,0,0,0,1,0,0,1,0
243674,1786553435955.309303,0,0,0,1,0,0,1,0
243675,1786553435956.316491,0,0,0,1,0,0,1,0
243676,1786553435957.322480,0,0,0,1,0,0,1,0
243677,1786553435958.329665,0,0,0,1,0,0,1,0
243678,1786553435959.338353,0,0,0,1,0,0,1,0
243679,1786553435960.354542,0,0,0,1,0,0,1,0
243680,1786553435961.356828,0,0,0,1,0,0,1,0
243681,1786553435962.364716,0,0,0,1,0,0,1,0
243682,1786553435963.372403,0,0,0,1,0,0,1,0
243683,1786553435964.387791,0,0,0,1,0,0,1,0
243684,1786553435965.395378,0,0,0,1,0,0,1,0
243685,1786553435966.401166,0,0,0,1,0,0,1,0
243686,1786553435967.407354,0,0,0,1,0,0,1,0
243687,1786553435968.415542,0,0,0,1,0,0,1,0
243688,1786553435969.422828,0,0,0,1,0,0,1,0
243689,1786553435970.431714,0,0,0,1,0,0,1,0
243690,1786553435971.438502,0,0,0,1,0,0,1,0
243691,1786553435972.446890,0,0,0,1,0,0,1,0
243692,1786553435973.454378,0,0,0,1,0,0,1,0
243693,1786553435974.462666,0,0,0,1,0,0,1,0
243694,1786553435975.474053,0,0,0,1,0,0,1,0
243695,1786553435976.508344,0,0,0,1,0,0,1,0
243696,1786553435977.502031,0,0,0,1,0,0,1,0
243697,1786553435978.508917,0,0,0,1,0,0,1,0
243698,1786553435979.516304,0,0,0,1,0,0,1,0
243699,1786553435980.592698,0,0,0,1,0,0,1,0
243700,1786553435981.603686,0,0,0,1,0,0,1,0
243701,1786553435982.561070,0,0,0,1,0,0,1,0
243702,1786553435983.568155,0,0,0,1,0,0,1,0
243703,1786553435984.573544,0,0,0,1,0,0,1,0
243704,1786553435985.582030,0,0,0,1,0,0,1,0
243705,1786553435986.588318,0,0,0,1,0,0,1,0
243706,1786553435987.595806,0,0,0,1,0,0,1,0
243707,1786553435988.603295,0,0,0,1,0,0,1,0
243708,1786553435989.611181,0,0,0,1,0,0,1,0
243709,1786553435990.620568,0,0,0,1,0,0,1,0
243710,1786553435991.628856,0,0,0,1,0,0,1,0
243711,1786553435992.644344,0,0,0,1,0,0,1,0
243712,1786553435993.654931,0,0,0,1,0,0,1,0
243713,1786553435994.659922,0,0,0,1,0,0,1,0
243714,1786553435995.710214,0,0,0,1,0,0,1,0
243715,1786553435996.683200,0,0,0,1,0,0,1,0
243716,1786553435997.695688,0,0,0,1,0,0,1,0
243717,1786553435998.708877,0,0,0,1,0,0,1,0
243718,1786553435999.712064,0,0,0,1,0,0,1,0
243719,1786553436000.722451,0,0,0,1,0,0,1,0
243720,1786553436001.729339,0,0,0,1,0,0,1,0
243721,1786553436002.738726,0,0,0,1,0,0,1,0
243722,1786553436003.747914,0,0,0,1,0,0,1,0
243723,1786553436004.757001,0,0,0,1,0,0,1,0
243724,1786553436005.766589,0,0,0,1,0,0,1,0
243725,1786553436006.777377,0,0,0,1,0,0,1,0
243726,1786553436007.785865,0,0,0,1,0,0,1,0
243727,1786553436008.792752,0,0,0,1,0,0,1,0
243728,1786553436009.811540,0,0,0,1,0,0,1,0
243729,1786553436011.165655,0,0,0,1,0,0,1,0
243730,1786553436012.133739,0,0,0,1,0,0,1,0
243731,1786553436013.132927,0,0,0,1,0,0,1,0
243732,1786553436014.140213,0,0,0,1,0,0,1,0
243733,1786553436015.147899,0,0,0,1,0,0,1,0
243734,1786553436016.154387,0,0,0,1,0,0,1,0
243735,1786553436017.162474,0,0,0,1,0,0,1,0
243736,1786553436018.171361,0,0,0,1,0,0,1,0
243737,1786553436019.180848,0,0,0,1,0,0,1,0
243738,1786553436020.187035,0,0,0,1,0,0,1,0
243739,1786553436021.193922,0,0,0,1,0,0,1,0
243740,1786553436022.201508,0,0,0,1,0,0,1,0
243741,1786553436023.209095,0,0,0,1,0,0,1,0
243742,1786553436024.218182,0,0,0,1,0,0,1,0
243743,1786553436025.261372,0,0,0,1,0,0,1,0
243744,1786553436026.241656,0,0,0,1,0,0,1,0
243745,1786553436027.246943,0,0,0,1,0,0,1,0
243746,1786553436028.254332,0,0,0,1,0,0,1,0
243747,1786553436029.260419,0,0,0,1,0,0,1,0
243748,1786553436030.268507,0,0,0,1,0,0,1,0
243749,1786553436031.276395,0,0,0,1,0,0,1,0
243750,1786553436032.285583,0,0,0,1,0,0,1,0
243751,1786553436033.294470,0,0,0,1,0,0,1,0
243752,1786553436034.300258,0,0,0,1,0,0,1,0
243753,1786553436035.307846,0,0,0,1,0,0,1,0
243754,1786553436036.316434,0,0,0,1,0,0,1,0
243755,1786553436037.323720,0,0,0,1,0,0,1,0
243756,1786553436038.331206,0,0,0,1,0,0,1,0
243757,1786553436039.338192,0,0,0,1,0,0,1,0
243758,1786553436040.363280,0,0,0,1,0,0,1,0
243759,1786553436041.784902,0,0,0,1,0,0,1,0
243760,1786553436042.419056,0,0,0,1,0,0,1,0
243761,1786553436043.396342,0,0,0,1,0,0,1,0
243762,1786553436044.404231,0,0,0,1,0,0,1,0
243763,1786553436045.413418,0,0,0,1,0,0,1,0
243764,1786553436046.436907,0,0,0,1,0,0,1,0
243765,1786553436047.433793,0,0,0,1,0,0,1,0
243766,1786553436048.439081,0,0,0,1,0,0,1,0
243767,1786553436049.492172,0,0,0,1,0,0,1,0
243768,1786553436050.496157,0,0,0,1,0,0,1,0
243769,1786553436051.478842,0,0,0,1,0,0,1,0
243770,1786553436052.481028,0,0,0,1,0,0,1,0
243771,1786553436053.488118,0,0,0,1,0,0,1,0
243772,1786553436054.495805,0,0,0,1,0,0,1,0
243773,1786553436055.505294,0,0,0,1,0,0,1,0
243774,1786553436056.696598,0,0,0,1,0,0,1,0
243775,1786553436057.581275,0,0,0,1,0,0,1,0
243776,1786553436058.564061,0,0,0,1,0,0,1,0
243777,1786553436059.571048,0,0,0,1,0,0,1,0
243778,1786553436060.576134,0,0,0,1,0,0,1,0
243779,1786553436061.582523,0,0,0,1,0,0,1,0
243780,1786553436062.592011,0,0,0,1,0,0,1,0
243781,1786553436063.598598,0,0,0,1,0,0,1,0
243782,1786553436064.605684,0,0,0,1,0,0,1,0
243783,1786553436065.616371,0,0,0,1,0,0,1,0
243784,1786553436066.625758,0,0,0,1,0,0,1,0
243785,1786553436067.641646,0,0,0,1,0,0,1,0
243786,1786553436068.640431,0,0,0,1,0,0,1,0
243787,1786553436069.647519,0,0,0,1,0,0,1,0
243788,1786553436070.660308,0,0,0,1,0,0,1,0
243789,1786553436071.664596,0,0,0,1,0,0,1,0
243790,1786553436072.670683,0,0,0,1,0,0,1,0
243791,1786553436073.684771,0,0,0,1,0,0,1,0
243792,1786553436074.691158,0,0,0,1,0,0,1,0
243793,1786553436075.703346,0,0,0,1,0,0,1,0
243794,1786553436076.711233,0,0,0,1,0,0,1,0
243795,1786553436077.720119,0,0,0,1,0,0,1,0
243796,1786553436078.728107,0,0,0,1,0,0,1,0
243797,1786553436079.735893,0,0,0,1,0,0,1,0
243798,1786553436080.743781,0,0,0,1,0,0,1,0
243799,1786553436081.749868,0,0,0,1,0,0,1,0
243800,1786553436082.756056,0,0,0,1,0,0,1,0
243801,1786553436083.764844,0,0,0,1,0,0,1,0
243802,1786553436084.769530,0,0,0,1,0,0,1,0
243803,1786553436085.780119,0,0,0,1,0,0,1,0
243804,1786553436086.800106,0,0,0,1,0,0,1,0
243805,1786553436087.800193,0,0,0,1,0,0,1,0
243806,1786553436088.806481,0,0,0,1,0,0,1,0
243807,1786553436089.838571,0,0,0,1,0,0,1,0
243808,1786553436090.839258,0,0,0,1,0,0,1,0
243809,1786553436091.856246,0,0,0,1,0,0,1,0
243810,1786553436092.860835,0,0,0,1,0,0,1,0
243811,1786553436094.004036,0,0,0,1,0,0,1,0
243812,1786553436094.881711,0,0,0,1,0,0,1,0
243813,1786553436095.878799,0,0,0,1,0,0,1,0
243814,1786553436096.885885,0,0,0,1,0,0,1,0
243815,1786553436097.893872,0,0,0,1,0,0,1,0
243816,1786553436098.902259,0,0,0,1,0,0,1,0
243817,1786553436099.908546,0,0,0,1,0,0,1,0
243818,1786553436100.914733,0,0,0,1,0,0,1,0
243819,1786553436101.955823,0,0,0,1,0,0,1,0
243820,1786553436102.984110,0,0,0,1,0,0,1,0
243821,1786553436103.992697,0,0,0,1,0,0,1,0
243822,1786553436104.990484,0,0,0,1,0,0,1,0
243823,1786553436106.004772,0,0,0,1,0,0,1,0
243824,1786553436107.006559,0,0,0,1,0,0,1,0
243825,1786553436108.014547,0,0,0,1,0,0,1,0
243826,1786553436109.018834,0,0,0,1,0,0,1,0
243827,1786553436110.029723,0,0,0,1,0,0,1,0
243828,1786553436111.034611,0,0,0,1,0,0,1,0
243829,1786553436112.042698,0,0,0,1,0,0,1,0
243830,1786553436113.050386,0,0,0,1,0,0,1,0
243831,1786553436114.058274,0,0,0,1,0,0,1,0
243832,1786553436115.065862,0,0,0,1,0,0,1,0
243833,1786553436116.074748,0,0,0,1,0,0,1,0
243834,1786553436117.087536,0,0,0,1,0,0,1,0
243835,1786553436118.094726,0,0,0,1,0,0,1,0
243836,1786553436119.101214,0,0,0,1,0,0,1,0
243837,1786553436120.109003,0,0,0,1,0,0,1,0
243838,1786553436121.116591,0,0,0,1,0,0,1,0
243839,1786553436122.125076,0,0,0,1,0,0,1,0
243840,1786553436123.149867,0,0,0,1,0,0,1,0
243841,1786553436124.150356,0,0,0,1,0,0,1,0
243842,1786553436125.153644,0,0,0,1,0,0,1,0
243843,1786553436126.158931,0,0,0,1,0,0,1,0
243844,1786553436127.166120,0,0,0,1,0,0,1,0
243845,1786553436128.173507,0,0,0,1,0,0,1,0
243846,1786553436129.186594,0,0,0,1,0,0,1,0
243847,1786553436130.190580,0,0,0,1,0,0,1,0
243848,1786553436131.200869,0,0,0,1,0,0,1,0
243849,1786553436132.687798,0,0,0,1,0,0,1,0
243850,1786553436133.541872,0,0,0,1,0,0,1,0
243851,1786553436134.525059,0,0,0,1,0,0,1,0
243852,1786553436135.526146,0,0,0,1,0,0,1,0
243853,1786553436136.530334,0,0,0,1,0,0,1,0
243854,1786553436137.537022,0,0,0,1,0,0,1,0
243855,1786553436138.552109,0,0,0,1,0,0,1,0
243856,1786553436139.560398,0,0,0,1,0,0,1,0
243857,1786553436140.566186,0,0,0,1,0,0,1,0
243858,1786553436141.573173,0,0,0,1,0,0,1,0
243859,1786553436142.581461,0,0,0,1,0,0,1,0
243860,1786553436143.588450,0,0,0,1,0,0,1,0
243861,1786553436144.599937,0,0,0,1,0,0,1,0
243862,1786553436145.605025,0,0,0,1,0,0,1,0
243863,1786553436146.841932,0,0,0,1,0,0,1,0
243864,1786553436147.845418,0,0,0,1,0,0,1,0
243865,1786553436148.854405,0,0,0,1,0,0,1,0
243866,1786553436149.863292,0,0,0,1,0,0,1,0
243867,1786553436150.877181,0,0,0,1,0,0,1,0
243868,1786553436151.883568,0,0,0,1,0,0,1,0
243869,1786553436152.892756,0,0,0,1,0,0,1,0
243870,1786553436153.902543,0,0,0,1,0,0,1,0
243871,1786553436154.933231,0,0,0,1,0,0,1,0
243872,1786553436155.929217,0,0,0,1,0,0,1,0
243873,1786553436156.933704,0,0,0,1,0,0,1,0
243874,1786553436157.943692,0,0,0,1,0,0,1,0
243875,1786553436158.953080,0,0,0,1,0,0,1,0
243876,1786553436159.960368,0,0,0,1,0,0,1,0
243877,1786553436160.973356,0,0,0,1,0,0,1,0
243878,1786553436161.977243,0,0,0,1,0,0,1,0
243879,1786553436162.991029,0,0,0,1,0,0,1,0
243880,1786553436163.994516,0,0,0,1,0,0,1,0
243881,1786553436165.006505,0,0,0,1,0,0,1,0
243882,1786553436166.015493,0,0,0,1,0,0,1,0
243883,1786553436167.025680,0,0,0,1,0,0,1,0
243884,1786553436168.030969,0,0,0,1,0,0,1,0
243885,1786553436169.041657,0,0,0,1,0,0,1,0
243886,1786553436170.047445,0,0,0,1,0,0,1,0
243887,1786553436171.058632,0,0,0,1,0,0,1,0
243888,1786553436172.075720,0,0,0,1,0,0,1,0
243889,1786553436173.074907,0,0,0,1,0,0,1,0
243890,1786553436174.082295,0,0,0,1,0,0,1,0
243891,1786553436175.092483,0,0,0,1,0,0,1,0
243892,1786553436176.100570,0,0,0,1,0,0,1,0
243893,1786553436177.110758,0,0,0,1,0,0,1,0
243894,1786553436178.124045,0,0,0,1,0,0,1,0
243895,1786553436179.129234,0,0,0,1,0,0,1,0
243896,1786553436180.137722,0,0,0,1,0,0,1,0
243897,1786553436181.148911,0,0,0,1,0,0,1,0
243898,1786553436182.157099,0,0,0,1,0,0,1,0
243899,1786553436183.165386,0,0,0,1,0,0,1,0
243900,1786553436184.173773,0,0,0,1,0,0,1,0
243901,1786553436185.183063,0,0,0,1,0,0,1,0
243902,1786553436186.191149,0,0,0,1,0,0,1,0
243903,1786553436187.200337,0,0,0,1,0,0,1,0
243904,1786553436188.213026,0,0,0,1,0,0,1,0
243905,1786553436189.219714,0,0,0,1,0,0,1,0
243906,1786553436190.227301,0,0,0,1,0,0,1,0
243907,1786553436191.235587,0,0,0,1,0,0,1,0
243908,1786553436192.244076,0,0,0,1,0,0,1,0
243909,1786553436194.352855,0,0,0,1,0,0,1,0
243910,1786553436194.681183,0,0,0,1,0,0,1,0
243911,1786553436195.692272,0,0,0,1,0,0,1,0
243912,1786553436196.687258,0,0,0,1,0,0,1,0
243913,1786553436197.697847,0,0,0,1,0,0,1,0
243914,1786553436198.702534,0,0,0,1,0,0,1,0
243915,1786553436199.711822,0,0,0,1,0,0,1,0
243916,1786553436200.721011,0,0,0,1,0,0,1,0
243917,1786553436201.729597,0,0,0,1,0,0,1,0
243918,1786553436202.738083,0,0,0,1,0,0,1,0
243919,1786553436203.747471,0,0,0,1,0,0,1,0
243920,1786553436204.757259,0,0,0,1,0,0,1,0
243921,1786553436205.767847,0,0,0,1,0,0,1,0
243922,1786553436206.779936,0,0,0,1,0,0,1,0
243923,1786553436207.805327,0,0,0,1,0,0,1,0
243924,1786553436208.807213,0,0,0,1,0,0,1,0
243925,1786553436209.826201,0,0,0,1,0,0,1,0
243926,1786553436210.833989,0,0,0,1,0,0,1,0
243927,1786553436211.841877,0,0,0,1,0,0,1,0
243928,1786553436212.853466,0,0,0,1,0,0,1,0
243929,1786553436213.861353,0,0,0,1,0,0,1,0
243930,1786553436214.881941,0,0,0,1,0,0,1,0
243931,1786553436215.878228,0,0,0,1,0,0,1,0
243932,1786553436216.887615,0,0,0,1,0,0,1,0
243933,1786553436217.895903,0,0,0,1,0,0,1,0
243934,1786553436218.905390,0,0,0,1,0,0,1,0
243935,1786553436219.931278,0,0,0,1,0,0,1,0
243936,1786553436220.929864,0,0,0,1,0,0,1,0
243937,1786553436221.937951,0,0,0,1,0,0,1,0
243938,1786553436222.952440,0,0,0,1,0,0,1,0
243939,1786553436224.058734,0,0,0,1,0,0,1,0
243940,1786553436225.013517,0,0,0,1,0,0,1,0
243941,1786553436226.014403,0,0,0,1,0,0,1,0
243942,1786553436227.024190,0,0,0,1,0,0,1,0
243943,1786553436228.032177,0,0,0,1,0,0,1,0
243944,1786553436229.036663,0,0,0,1,0,0,1,0
243945,1786553436230.040751,0,0,0,1,0,0,1,0
243946,1786553436231.047641,0,0,0,1,0,0,1,0
243947,1786553436232.051927,0,0,0,1,0,0,1,0
243948,1786553436233.061516,0,0,0,1,0,0,1,0
243949,1786553436234.069704,0,0,0,1,0,0,1,0
243950,1786553436235.077892,0,0,0,1,0,0,1,0
243951,1786553436236.091079,0,0,0,1,0,0,1,0
243952,1786553436237.097465,0,0,0,1,0,0,1,0
243953,1786553436238.103850,0,0,0,1,0,0,1,0
243954,1786553436239.119838,0,0,0,1,0,0,1,0
243955,1786553436240.122925,0,0,0,1,0,0,1,0
243956,1786553436241.129913,0,0,0,1,0,0,1,0
243957,1786553436242.138000,0,0,0,1,0,0,1,0
243958,1786553436243.145987,0,0,0,1,0,0,1,0
243959,1786553436244.153173,0,0,0,1,0,0,1,0
243960,1786553436245.163662,0,0,0,1,0,0,1,0
243961,1786553436246.169848,0,0,0,1,0,0,1,0
243962,1786553436247.178838,0,0,0,1,0,0,1,0
243963,1786553436248.186825,0,0,0,1,0,0,1,0
243964,1786553436249.195111,0,0,0,1,0,0,1,0
243965,1786553436250.203000,0,0,0,1,0,0,1,0
243966,1786553436251.210586,0,0,0,1,0,0,1,0
243967,1786553436252.219275,0,0,0,1,0,0,1,0
243968,1786553436253.234564,0,0,0,1,0,0,1,0
243969,1786553436254.726995,0,0,0,1,0,0,1,0
243970,1786553436255.542667,0,0,0,1,0,0,1,0
243971,1786553436256.543454,0,0,0,1,0,0,1,0
243972,1786553436257.548342,0,0,0,1,0,0,1,0
243973,1786553436258.560131,0,0,0,1,0,0,1,0
243974,1786553436259.566117,0,0,0,1,0,0,1,0
243975,1786553436260.574004,0,0,0,1,0,0,1,0
243976,1786553436261.581490,0,0,0,1,0,0,1,0
243977,1786553436262.589278,0,0,0,1,0,0,1,0
243978,1786553436263.599565,0,0,0,1,0,0,1,0
243979,1786553436264.603753,0,0,0,1,0,0,1,0
243980,1786553436265.612141,0,0,0,1,0,0,1,0
243981,1786553436266.619429,0,0,0,1,0,0,1,0
243982,1786553436267.629617,0,0,0,1,0,0,1,0
243983,1786553436268.657806,0,0,0,1,0,0,1,0
243984,1786553436269.655893,0,0,0,1,0,0,1,0
243985,1786553436270.660780,0,0,0,1,0,0,1,0
243986,1786553436271.667467,0,0,0,1,0,0,1,0
243987,1786553436272.676555,0,0,0,1,0,0,1,0
243988,1786553436273.685342,0,0,0,1,0,0,1,0
243989,1786553436274.693428,0,0,0,1,0,0,1,0
243990,1786553436275.702816,0,0,0,1,0,0,1,0
243991,1786553436276.709905,0,0,0,1,0,0,1,0
243992,1786553436277.716492,0,0,0,1,0,0,1,0
243993,1786553436278.726380,0,0,0,1,0,0,1,0
243994,1786553436279.734368,0,0,0,1,0,0,1,0
243995,1786553436280.745856,0,0,0,1,0,0,1,0
243996,1786553436281.753344,0,0,0,1,0,0,1,0
243997,1786553436282.761633,0,0,0,1,0,0,1,0
243998,1786553436283.769920,0,0,0,1,0,0,1,0
243999,1786553436285.220945,0,0,0,1,0,0,1,0
244000,1786553436286.090321,0,0,0,1,0,0,1,0
244001,1786553436287.062905,0,0,0,1,0,0,1,0
244002,1786553436288.068193,0,0,0,1,0,0,1,0
244003,1786553436289.093281,0,0,0,1,0,0,1,0
244004,1786553436290.308488,0,0,0,1,0,0,1,0
244005,1786553436291.097956,0,0,0,1,0,0,1,0
244006,1786553436292.114545,0,0,0,1,0,0,1,0
244007,1786553436293.113533,0,0,0,1,0,0,1,0
244008,1786553436294.122520,0,0,0,1,0,0,1,0
244009,1786553436295.127007,0,0,0,1,0,0,1,0
244010,1786553436296.132795,0,0,0,1,0,0,1,0
244011,1786553436297.141783,0,0,0,1,0,0,1,0
244012,1786553436298.149370,0,0,0,1,0,0,1,0
244013,1786553436299.173860,0,0,0,1,0,0,1,0
244014,1786553436300.185149,0,0,0,1,0,0,1,0
244015,1786553436301.188136,0,0,0,1,0,0,1,0
244016,1786553436302.193023,0,0,0,1,0,0,1,0
244017,1786553436303.196409,0,0,0,1,0,0,1,0
244018,1786553436304.215698,0,0,0,1,0,0,1,0
244019,1786553436305.211986,0,0,0,1,0,0,1,0
244020,1786553436306.220473,0,0,0,1,0,0,1,0
244021,1786553436307.228961,0,0,0,1,0,0,1,0
244022,1786553436308.237249,0,0,0,1,0,0,1,0
244023,1786553436309.243138,0,0,0,1,0,0,1,0
244024,1786553436310.253226,0,0,0,1,0,0,1,0
244025,1786553436311.260114,0,0,0,1,0,0,1,0
244026,1786553436312.268903,0,0,0,1,0,0,1,0
244027,1786553436313.277591,0,0,0,1,0,0,1,0
244028,1786553436314.290879,0,0,0,1,0,0,1,0
244029,1786553436315.297963,0,0,0,1,0,0,1,0
244030,1786553436316.302249,0,0,0,1,0,0,1,0
244031,1786553436317.317438,0,0,0,1,0,0,1,0
244032,1786553436318.319925,0,0,0,1,0,0,1,0
244033,1786553436319.329813,0,0,0,1,0,0,1,0
244034,1786553436320.335003,0,0,0,1,0,0,1,0
244035,1786553436321.346490,0,0,0,1,0,0,1,0
244036,1786553436322.352178,0,0,0,1,0,0,1,0
244037,1786553436323.362365,0,0,0,1,0,0,1,0
244038,1786553436324.367253,0,0,0,1,0,0,1,0
244039,1786553436325.375741,0,0,0,1,0,0,1,0
244040,1786553436326.385929,0,0,0,1,0,0,1,0
244041,1786553436327.393218,0,0,0,1,0,0,1,0
244042,1786553436328.399704,0,0,0,1,0,0,1,0
244043,1786553436329.409092,0,0,0,1,0,0,1,0
244044,1786553436330.442181,0,0,0,1,0,0,1,0
244045,1786553436331.478071,0,0,0,1,0,0,1,0
244046,1786553436332.490859,0,0,0,1,0,0,1,0
244047,1786553436333.483145,0,0,0,1,0,0,1,0
244048,1786553436334.476532,0,0,0,1,0,0,1,0
244049,1786553436335.504520,0,0,0,1,0,0,1,0
244050,1786553436336.504209,0,0,0,1,0,0,1,0
244051,1786553436337.501096,0,0,0,1,0,0,1,0
244052,1786553436338.510284,0,0,0,1,0,0,1,0
244053,1786553436339.517870,0,0,0,1,0,0,1,0
244054,1786553436340.526357,0,0,0,1,0,0,1,0
244055,1786553436341.531744,0,0,0,1,0,0,1,0
244056,1786553436342.542530,0,0,0,1,0,0,1,0
244057,1786553436343.548917,0,0,0,1,0,0,1,0
244058,1786553436344.567306,0,0,0,1,0,0,1,0
244059,1786553436345.573094,0,0,0,1,0,0,1,0
244060,1786553436346.579080,0,0,0,1,0,0,1,0
244061,1786553436347.586168,0,0,0,1,0,0,1,0
244062,1786553436348.593454,0,0,0,1,0,0,1,0
244063,1786553436349.604742,0,0,0,1,0,0,1,0
244064,1786553436350.612430,0,0,0,1,0,0,1,0
244065,1786553436351.620018,0,0,0,1,0,0,1,0
244066,1786553436352.628905,0,0,0,1,0,0,1,0
244067,1786553436353.638093,0,0,0,1,0,0,1,0
244068,1786553436354.648680,0,0,0,1,0,0,1,0
244069,1786553436355.659467,0,0,0,1,0,0,1,0
244070,1786553436356.666155,0,0,0,1,0,0,1,0
244071,1786553436357.680043,0,0,0,1,0,0,1,0
244072,1786553436358.687230,0,0,0,1,0,0,1,0
244073,1786553436359.703218,0,0,0,1,0,0,1,0
244074,1786553436360.710005,0,0,0,1,0,0,1,0
244075,1786553436361.718293,0,0,0,1,0,0,1,0
244076,1786553436362.727180,0,0,0,1,0,0,1,0
244077,1786553436363.736367,0,0,0,1,0,0,1,0
244078,1786553436364.745856,0,0,0,1,0,0,1,0
244079,1786553436365.774246,0,0,0,1,0,0,1,0
244080,1786553436366.781732,0,0,0,1,0,0,1,0
244081,1786553436367.783220,0,0,0,1,0,0,1,0
244082,1786553436368.790406,0,0,0,1,0,0,1,0
244083,1786553436369.799794,0,0,0,1,0,0,1,0
244084,1786553436370.809082,0,0,0,1,0,0,1,0
244085,1786553436371.818369,0,0,0,1,0,0,1,0
244086,1786553436372.834357,0,0,0,1,0,0,1,0
244087,1786553436373.840546,0,0,0,1,0,0,1,0
244088,1786553436374.870835,0,0,0,1,0,0,1,0
244089,1786553436375.869421,0,0,0,1,0,0,1,0
244090,1786553436376.877209,0,0,0,1,0,0,1,0
244091,1786553436377.884096,0,0,0,1,0,0,1,0
244092,1786553436378.892584,0,0,0,1,0,0,1,0
244093,1786553436379.899472,0,0,0,1,0,0,1,0
